date,asset_values_over_time,total_returns,sharpe_ratios,max_drawdowns
2021-01-01 00:00:00,1000000,0.0,0,0.0
2021-01-01 00:00:00,1000000,0.0,0,0.0
2021-01-01 00:00:00,1000000,0.0,0,0.0
2021-01-01 00:00:00,1000000,0.0,0,0.0
2021-01-01 00:00:00,1000000,0.0,0,0.0
2021-01-01 00:00:00,1192835.0708007812,0.19283507080078124,9.545700685718112,0.0
2021-01-01 00:00:00,1000003.2924998552,-0.1616583742557746,0.9624871008588547,0.1616583742557746
2021-01-01 00:00:00,1034153.0,0.03414959506260804,1.8609810258283834,0.1330293472124808
2021-01-01 00:00:00,966108.1072063446,-0.06579770381525306,-0.017782080009972716,0.1900740254411106
2021-01-01 00:00:00,976142.4633951187,0.010386369924779999,0.23454913421197682,0.181661834657654
2021-01-01 00:00:00,966259.109208107,-0.010124909588131684,-0.01112811776896002,0.18994743459426283
2021-01-01 00:00:00,965811.3263968276,-0.00046341898049104746,-0.021371565254154592,0.1903228283282673
2021-01-01 00:00:00,966678.4649126816,0.0008978342789673768,-0.002189525404572329,0.18959587240864306
2021-01-01 00:00:00,970594.4697611618,0.004050990055761665,0.07903679623351437,0.18631293334662227
2021-01-01 00:00:00,1016391.9265024948,0.047184955373383256,0.9782155849520185,0.1479191454186835
2021-01-01 00:00:00,966582.778693657,-0.04900584755748309,0.037140918160311315,0.18967608988494544
2021-01-01 00:00:00,973019.216179161,0.0066589614747769995,0.1526170809704573,0.18428017418539863
2021-01-01 00:00:00,1087545.4786936569,0.11770195347653677,1.989214425444218,0.08826835719747973
2021-01-01 00:00:00,952691.6064793394,-0.12399837510823167,0.03261653427081562,0.20132159943975095
2021-01-01 00:00:00,953540.645926647,0.0008912007217584313,0.04354658562052725,0.20060981667271877
2021-01-01 00:00:00,951891.2609921918,-0.001729747904822967,0.01904778920196004,0.2019925601674652
2021-01-01 00:00:00,951792.9854905383,-0.00010324236147636845,0.01689125842686034,0.2020749483400292
2021-01-01 00:00:00,951788.8750906545,-4.3185860228882715e-06,0.016100273435798482,0.2020783942480046
2021-01-01 00:00:00,960791.8601656397,0.009459014819991134,0.13279324921897498,0.19453084195400538
2021-01-01 00:00:00,958764.6856856596,-0.0021098997233704067,0.10402708052486888,0.19623030110775
2021-01-01 00:00:00,952743.6280870874,-0.00628001603361754,0.02683893836220728,0.20127798770412927
2021-01-01 00:00:00,968845.239987417,0.016900256717180363,0.22293150485217622,0.18777938065066618
2021-01-01 00:00:00,964196.3410417989,-0.004798391687075275,0.16354883029740083,0.19167673331862314
2021-01-01 00:00:00,959761.2110417988,-0.004599820400903029,0.10862861355478899,0.19539487517122872
2021-01-01 00:00:00,950691.1060417135,-0.009450376714266169,0.002175058186919397,0.20299869670708978
2021-01-01 00:00:00,950400.9982341964,-0.0003051546455766702,-0.0014670774992091627,0.20324190535732026
2021-01-01 00:00:00,1121749.014821096,0.18029023212860337,1.6825271042717298,0.059594203523847804
2021-01-01 00:00:00,1063670.3038835963,-0.05177513879676778,1.1659651860289,0.10828384416168553
2021-01-01 00:00:00,950158.6870426376,-0.10671691822786937,0.18527803915452712,0.20344504424675297
2021-01-01 00:00:00,950494.8930466612,0.00035384195146390845,0.1852940886562037,0.20316318968676098
2021-01-01 00:00:00,950076.0165415573,-0.00044069306228595415,0.17872491434935991,0.2035143501408401
2021-01-01 00:00:00,951155.2646288712,0.0011359597216679662,0.18533718931311202,0.20260957452371356
2021-01-01 00:00:00,952264.3484780629,0.0011660387009731963,0.1920474004226316,0.20167978642782272
2021-01-01 00:00:00,1109813.662202104,0.1654470357688399,1.3950493145392378,0.0696000734979588
2021-01-01 00:00:00,949964.1184398968,-0.14403277703847328,0.3095855911918135,0.20360815866843923
2021-01-01 00:00:00,986218.3479854901,0.038163788338798216,0.562604399813589,0.17321482900111576
2021-01-01 00:00:00,953446.3684398978,-0.0332299430572696,0.33251029635557483,0.2006888531540036
2021-01-01 00:00:00,950519.9659505923,-0.0030692890404458496,0.30813641106230744,0.20314217009692423
2021-01-01 00:00:00,950181.837237819,-0.000355730258054252,0.3020391471773699,0.2034256365383882
2021-01-01 00:00:00,950119.0446445782,-6.608481743165723e-05,0.2979851770752761,0.20347827800976828
2021-01-01 00:00:00,950307.8644398974,0.00019873277604886446,0.2957442466601646,0.20331998303677395
2021-01-01 00:00:00,951039.0667030652,0.0007694372429494628,0.29717748628961604,0.20270698776100884
2021-01-01 00:00:00,957290.5871937115,0.006573358245227818,0.33469169136766797,0.19746609516514513
2021-01-01 00:00:00,957606.8913051923,0.00033041598414537373,0.33305137061133266,0.1972009251351691
2021-01-01 00:00:00,951884.1156670888,-0.0059761220288457794,0.29302845211312945,0.20199855037120582
2021-01-01 00:00:00,951768.8870498975,-0.00012105319890810602,0.2891873767397365,0.2020951509994167
2021-01-01 00:00:00,1439249.3276665052,0.5121836269807075,2.2165898061213527,0.0
2021-01-01 00:00:00,936695.883618655,-0.3491774735532821,0.7310629181952886,0.3491774735532821
2021-01-01 00:00:00,1065135.67715381,0.13712005762101218,1.1774466410741653,0.25993665122585546
2021-01-01 00:00:00,936799.3757316907,-0.12048821964639438,0.7526815468998412,0.34910556654520075
2021-01-01 00:00:00,937731.2444755872,0.000994736725959755,0.7489726678133727,0.3484580979475205
2021-01-01 00:00:00,933520.2992168759,-0.004490567295820609,0.7275329785244501,0.3513838907047341
2021-01-01 00:00:00,3412467.0992168747,2.6554824807554493,2.6562794998036368,0.0
2021-01-01 00:00:00,933525.8792168681,-0.7264366652996882,1.8955961089790183,0.7264366652996882
2021-01-01 00:00:00,937618.4565262158,0.004383999844525938,1.8831439148621854,0.725237363682894
2021-01-01 00:00:00,1388146.2992168728,0.4805023189921179,2.256522804691281,0.5932132797601367
