date,price,total_volume,market_cap
2021-05-11,0.45759340258035186,2925479.5794873126,0.0
2021-05-12,0.45759340258035186,2925479.5794873126,0.0
2021-05-13,0.4435025248245897,3043116.9888979136,0.0
2021-05-14,0.39007578116881286,2469944.641206973,0.0
2021-05-15,0.359802489058128,2337027.503463836,0.0
2021-05-16,0.3831509682920389,2202902.729172024,0.0
2021-05-17,0.4105025959111208,2358487.7600851418,0.0
2021-05-18,0.4135330240474452,2656782.9967488325,0.0
2021-05-19,0.41655296729222185,2811083.585520283,0.0
2021-05-20,0.40817359035788287,2955562.6447677733,0.0
2021-05-21,0.3946156464087274,2748695.4113369975,0.0
2021-05-22,0.3798526968561539,2582485.609653103,0.0
2021-05-23,0.37307655144589347,2665931.201052058,0.0
2021-05-24,0.3677330281613632,2375498.190468518,0.0
2021-05-25,0.418247024863694,2669984.50771066,0.0
2021-05-26,0.41716795042865507,2461687.2254253314,0.0
2021-05-27,0.4062060510992237,2722503.4871955616,0.0
2021-05-28,0.4149979559036126,3101363.022857406,0.0
2021-05-29,0.41465982843778587,3189719.022177062,0.0
2021-05-30,0.40787428830081474,2674519.1811083113,0.0
2021-05-31,0.4123048215798182,2778078.9566971003,0.0
2021-06-01,0.4270595223742342,2786218.3193978,0.0
2021-06-02,0.45033586855090046,3220819.9561697175,0.0
2021-06-03,0.4314944852096957,3215788.222969397,0.0
2021-06-04,0.4354498996797954,2206928.657518407,0.0
2021-06-05,0.41420665197736345,1648321.5080472762,0.0
2021-06-06,0.38038988301724114,1551059.7032560639,0.0
2021-06-07,0.3914982937896215,1576464.9088810438,0.0
2021-06-08,0.35959669346662415,1602710.3084125048,0.0
2021-06-09,0.2974632290770528,1313230.4488420861,0.0
2021-06-10,0.3050191830832317,1305480.0752186642,0.0
2021-06-11,0.2934743215413339,1350157.3972776202,0.0
2021-06-12,0.2743177861883537,1246025.475358374,0.0
2021-06-13,0.24388400439894467,1071448.74826304,0.0
2021-06-14,0.21575368203339526,907087.474955209,0.0
2021-06-15,0.25096793297107345,764503.9006786462,0.0
2021-06-16,0.23123227106794617,925570.9203112334,0.0
2021-06-17,0.22948910354622928,967589.3215171862,0.0
2021-06-18,0.21681491916139206,955788.0028834726,0.0
2021-06-19,0.1879762166923582,814488.0818357177,0.0
2021-06-20,0.15758643470601214,625871.7795736633,0.0
2021-06-21,0.16893651465101095,740346.4222471871,0.0
2021-06-22,0.1554752346000198,616437.554203758,0.0
2021-06-23,0.1408577815084925,632514.8954037009,0.0
2021-06-24,0.1238045954171885,523777.16518649604,0.0
2021-06-25,0.09939235463565307,413457.66809776326,0.0
2021-06-26,0.1188649286366902,579494.7896179466,0.0
2021-06-27,0.1047111890329645,223089.40706482646,0.0
2021-06-28,0.1101707092922878,138198.33384010836,0.0
2021-06-29,0.10638218124307437,126612.55937588247,0.0
2021-06-30,0.11090409847333073,134446.53436467532,0.0
2021-07-01,0.1090524575947751,119689.79854377783,0.0
2021-07-02,0.1089872156134035,139872.79639201003,0.0
2021-07-03,0.10780830891698294,110354.49105832538,0.0
2021-07-04,0.10842169495122796,117087.93860820506,0.0
2021-07-05,0.11735373887809329,135658.21244524515,0.0
2021-07-06,0.11612594322568764,131664.65582040572,0.0
2021-07-07,0.10647459564765376,148749.27975105777,0.0
2021-07-08,0.10614931096102283,127213.54413736246,0.0
2021-07-09,0.10493779550285015,119259.58200648046,0.0
2021-07-10,0.10556093983288393,150453.4656363783,0.0
2021-07-11,0.10451318856903352,112514.04626607623,0.0
2021-07-12,0.10172849896418701,101786.75073726388,0.0
2021-07-13,0.10147792964563344,150136.8729306833,0.0
2021-07-14,0.10056449933044473,78261.20309879437,0.0
2021-07-15,0.096643685392473,162432.16169729384,0.0
2021-07-16,0.08144825732708062,130045.70477201176,0.0
2021-07-17,0.08315098468271351,90471.05107221025,0.0
2021-07-18,0.07658643326039377,97683.2791028445,0.0
2021-07-19,0.07640967627528207,57146.81904508958,0.0
2021-07-20,0.07613925573647264,84732.09458441303,0.0
2021-07-21,0.07000429011365981,90500.03206614425,0.0
2021-07-22,0.0694974832086623,112979.56766252409,0.0
2021-07-23,0.06943010644194929,61825.33523562208,0.0
2021-07-24,0.06943721140159008,76358.02798319615,0.0
2021-07-25,0.0684824497448182,67527.41199093839,0.0
2021-07-26,0.06938888682718253,66282.4879172587,0.0
2021-07-27,0.09084286057160801,152729.2936206488,0.0
2021-07-28,0.08099024652218358,73097.81017098908,0.0
2021-07-29,0.08623393675713126,75255.49858027772,0.0
2021-07-30,0.08379619505794884,83876.66203017713,0.0
2021-07-31,0.08284438084649777,94633.97793986379,0.0
2021-08-01,0.08299115397637022,68334.79999652767,0.0
2021-08-02,0.07882428166891713,114451.77787885163,0.0
2021-08-03,0.07613617227667527,75575.23522061825,0.0
2021-08-04,0.08037617799899045,102273.98369354063,0.0
2021-08-05,0.07981907764228215,71870.07688919351,0.0
2021-08-06,0.08030875535577704,63851.33348712191,0.0
2021-08-07,0.0775795867076236,61669.61006178445,0.0
2021-08-08,0.07686516324341833,58158.63374002613,0.0
2021-08-09,0.07775403299151781,65530.57183290753,0.0
2021-08-10,0.07456035194160449,112258.11807552607,0.0
2021-08-11,0.07480142183548066,62643.72009625183,0.0
2021-08-12,0.073577767106638,69095.26679363343,0.0
2021-08-13,0.0728907551886748,75101.98881858235,0.0
2021-08-14,0.07217949379720923,104376.76805175595,0.0
2021-08-15,0.06891033913178132,67729.85402880295,0.0
2021-08-16,0.07141553002243337,70689.5197442253,0.0
2021-08-17,0.07224131744325112,66187.9068170161,0.0
